transcript_id,turn_index,speaker,text,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,vader_neg,vader_neu,vader_pos,vader_compound
GS_001,10,AGENT,"Yes, exactly. The reversal for ₦12,750 has been initiated. Your reference number is KD-20260809-7741. The funds will reflect in your account within 24 to 48 hours. You will also receive an SMS confirmation shortly.",golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.0,0.889,0.111,0.4588
GS_001,11,CUSTOMER,"Okay, KD-20260809-7741. Good. So I should see it by tomorrow or Thursday at the latest?",golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.0,0.714,0.286,0.5859
GS_001,12,AGENT,That is correct. By Thursday at the latest. Is there anything else I can help you with today?,golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.0,0.856,0.144,0.4019
GS_001,13,CUSTOMER,"No, that is all. Thank you, Blessing. At least someone has finally sorted it out.",golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.111,0.603,0.286,0.5423
GS_001,14,AGENT,"You are welcome, Ngozi. I am glad we could resolve this for you. Have a lovely evening.",golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.0,0.47,0.53,0.9081
GS_001,15,CUSTOMER,You too. Bye.,golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.0,1.0,0.0,0.0
GS_001,16,AGENT,Goodbye.,golden,resolved_support,billing_error_resolved,Nigeria,resolved,frustrated → relieved,stable,billing_error,0.0,1.0,0.0,0.0
GS_002,0,AGENT,Thank you for calling Equity Bank Support. My name is Dennis. How may I help you today?,golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.622,0.378,0.7845
GS_002,1,CUSTOMER,"Dennis, good evening. My name is Kevin Wanjiru. I need urgent help. I made a transfer of KSh 10,500 to a KCB account with account name Faith Wanjala at 10:45 last night. The transaction showed as failed on my end, but the money was deducted from my account. I don't know if Faith received it or if it's just gone. I've been worried about this since this morning.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.069,0.78,0.151,0.5927
GS_002,2,AGENT,"Good evening, Kevin. I understand this is stressful and I will look into this for you right now. Can you please confirm your registered phone number and the last four digits of your account number so I can pull up your account?",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.073,0.754,0.173,0.3612
GS_002,3,CUSTOMER,Sawa. 0712 345 678. Account ends in 7067.,golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,1.0,0.0,0.0
GS_002,4,AGENT,"Thank you, Kevin. I have your account open now. I can see the debit of KSh 10,500 on August 12th at 22:45 it left your Equity account successfully, but the transaction did not complete on the receiving end. The funds are currently held in a clearing account and have not reached Faith Wanjala's KCB account.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.079,0.853,0.068,-0.1511
GS_002,5,CUSTOMER,Okay so the money didn't just disappear? It is somewhere?,golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.671,0.329,0.4453
GS_002,6,AGENT,"Correct — it is not lost. Because the transaction failed at the inter-bank transfer stage, the funds are sitting in a clearing account and will be reversed back to your Equity account. I am initiating that reversal now.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.086,0.862,0.051,-0.3265
GS_002,7,CUSTOMER,Asante. So Faith did not receive anything on her end?,golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.744,0.256,0.4754
GS_002,8,AGENT,"That is correct. Nothing reached her KCB account. Once the reversal is complete, you can retry the transfer and it will go through cleanly. Your reversal reference number is EQ-20260812-2030. The funds will reflect in your account within 24 to 48 hours, and you will receive an SMS confirmation.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.026,0.948,0.026,0.001
GS_002,9,CUSTOMER,"Okay, EQ-20260812-2030. So by tomorrow or Friday at the latest, sawa?",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.84,0.16,0.2263
GS_002,10,AGENT,"That is correct, Friday at the latest. Is there anything else I can help you with today?",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.847,0.153,0.4019
GS_002,11,CUSTOMER,"No, that is all. Asante sana, Dennis. At least I know it is not lost.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.136,0.742,0.121,-0.0613
GS_002,12,AGENT,"You are welcome, Kevin. I am glad we could give you clarity on this. Have a good evening.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.508,0.492,0.891
GS_002,13,CUSTOMER,You too. Bye.,golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,1.0,0.0,0.0
GS_002,14,AGENT,"Goodbye, and take care.",golden,resolved_support,failed_transaction_resolved,Kenya,resolved,anxious/confused → reassured,calm,failed_transaction,0.0,0.484,0.516,0.4939
GS_003,0,AGENT,Thank you for calling Emirates NBD Support. My name is Rania. How may I assist you today?,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.612,0.388,0.8038
GS_003,1,CUSTOMER,"Rania, good afternoon. My name is Omar Al-Rashidi. I've been trying to get through toa customer agent for a while. I don't know what's wrong with your services I have been trying to log into my mobile banking app since this morning and it is completely locked. I have an urgent payment to make and I cannot access anything.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.875,0.125,0.7394
GS_003,2,AGENT,"Good afternoon, Omar. I am sorry to hear this and I understand how urgent this is. I will look into your account right away. Before I can access your details, I need to verify your identity. Can you please confirm your registered mobile number and your Emirates ID number?",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.027,0.777,0.196,0.743
GS_003,3,CUSTOMER,Yes. My number is 050 234 5678. Emirates ID is 784-1985-1234567-1.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.692,0.308,0.4588
GS_003,4,AGENT,"Thank you, Omar. One moment while I pull up your account. I can see that your mobile banking access was frozen this morning at 07:14 by our fraud detection system. It flagged an attempted login from an unrecognised device in a different emirate from your usual location.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.079,0.87,0.052,-0.3182
GS_003,5,CUSTOMER,That was me. I am travelling to Abu Dhabi for work this week. I was logging in from my colleague's phone because mine had no charge. That is all it was.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.073,0.927,0.0,-0.296
GS_003,6,AGENT,"Understood, Omar — that explains the flag. Logging in from an unrecognised device in an unusual location triggers an automatic freeze as a security measure. I will need to complete a secondary verification before I can restore your access. I will ask you three security questions. Please answer exactly as you registered.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.796,0.204,0.8176
GS_003,7,CUSTOMER,"Okay, go ahead.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.513,0.487,0.2263
GS_003,8,AGENT,First — what is the name of the primary beneficiary on your account?,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.78,0.22,0.4767
GS_003,9,CUSTOMER,Layla Al-Rashidi.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,1.0,0.0,0.0
GS_003,10,AGENT,Correct. Second — what was the amount of your last inward transfer to this account?,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,1.0,0.0,0.0
GS_003,11,CUSTOMER,"AED 8,500.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,1.0,0.0,0.0
GS_003,12,AGENT,Correct. Third — can you confirm the branch where you originally opened this account?,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,1.0,0.0,0.0
GS_003,13,CUSTOMER,Deira branch.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,1.0,0.0,0.0
GS_003,14,AGENT,"Thank you, Omar. All three verified. I am restoring your mobile banking access now. This will take approximately sixty seconds.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.783,0.217,0.5719
GS_003,15,CUSTOMER,Inshallah. Thank you.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.444,0.556,0.3612
GS_003,16,AGENT,Your access has been restored. You should now be able to log in using your usual credentials on your own device. I would recommend logging in now while we are still on the call to confirm everything is working correctly.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.883,0.117,0.5994
GS_003,17,CUSTOMER,One moment. Yes — I am in. Alhamdulillah. I can see my account.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.769,0.231,0.4019
GS_003,18,AGENT,"Perfect. For your security, the session from the unrecognised device has been terminated and will not be able to access your account again. Is there anything else I can help you with today?",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.767,0.233,0.8316
GS_003,19,CUSTOMER,"No, that is all. Shukran, Rania. I was very stressed this morning but it is sorted now.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.198,0.802,0.0,-0.3499
GS_003,20,AGENT,"You are most welcome, Omar. I am glad we could resolve this for you quickly. Safe travels in Abu Dhabi.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.56,0.44,0.8955
GS_003,21,CUSTOMER,Shukran. Goodbye.,golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,1.0,0.0,0.0
GS_003,22,AGENT,"Goodbye, Omar. Take care.",golden,resolved_support,account_access_resolved,Gulf (UAE),resolved,frustrated → relieved,"stable, methodical",account_access,0.0,0.484,0.516,0.4939
GS_004,0,AGENT,Thank you for calling InDrive Customer Service. My name is Adeyemi. How may I assist you today?,golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.0,0.857,0.143,0.3612
GS_004,1,CUSTOMER,"Good day, Adeyemi. My name is Olawale. I am reaching out because I booked a ride earlier today from Mgbidi to the Island and I had a very bad experience with the driver. He arrived late, was pushing for an offline ride which I refused, and when I refused, he became rude and insulting toward me. I have heard about InDrive drivers behaving this way but today I experienced it myself. This should not be happening.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.149,0.805,0.046,-0.6805
GS_004,2,AGENT,"I am sorry to hear about your experience, Mr. Olawale. I understand how you feel and I sincerely apologise for the inconvenience. To help me look into this, could you please provide your trip reference number? You can find it in the trip history section of your InDrive app.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.069,0.712,0.219,0.802
GS_004,3,CUSTOMER,"Yes, one moment. The reference number is IND-NG-20260812-8841.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.0,0.6,0.4,0.4588
GS_004,4,AGENT,"Thank you, Mr. Olawale. And can you confirm the driver's name as it appeared in the app, and the date and approximate time of the ride?",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.0,0.909,0.091,0.3612
GS_004,5,CUSTOMER,"His name showed as Emeka. The ride was today, August 12th, around 11am.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.0,1.0,0.0,0.0
GS_004,6,AGENT,Thank you for providing that. I can see the trip here. I want to assure you that InDrive takes driver conduct very seriously. I will escalate this complaint to our driver review team and the appropriate action will be taken.,golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.105,0.75,0.145,0.1796
GS_004,7,CUSTOMER,"What does appropriate action mean exactly? Will this driver be suspended? Because this is not the first time I am hearing about this kind of behaviour from InDrive drivers. Something needs to actually be done, not just a sorry.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.087,0.882,0.031,-0.5003
GS_004,8,AGENT,"I completely understand your concern, Mr. Olawale, and I hear you. Our team will thoroughly review the complaint and take the necessary steps in line with our driver conduct policy. I am not able to confirm the specific outcome at this time, but I want to assure you that your feedback will not be ignored.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.031,0.843,0.125,0.6441
GS_004,9,CUSTOMER,So you cannot tell me if anything will actually happen to this driver. I am just supposed to wait and hope? This is exactly what people mean when they say InDrive does not do anything about these complaints.,golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.067,0.862,0.071,0.0516
GS_004,10,AGENT,"I sincerely apologise, Mr. Olawale. I understand this is frustrating. What I can do is log your complaint formally and ensure it is passed to the relevant team. You may receive a follow-up via the email address registered on your account within five to seven business days.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.099,0.739,0.161,0.4939
GS_004,11,CUSTOMER,Five to seven business days. For a driver who insulted me and tried to cheat me. Okay. And in the meantime this driver is still on the road doing the same thing to other passengers?,golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.161,0.791,0.048,-0.6597
GS_004,12,AGENT,"I hear your frustration, Mr. Olawale, and I want to assure you that we take these matters seriously. The complaint has been logged and reference number CMP-20260812-4421 has been assigned to your case. Our team will be in touch.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.162,0.696,0.142,-0.4404
GS_004,13,CUSTOMER,"Adeyemi, with all due respect, you have said sorry and we will look into it three times now and nothing concrete has been said. I am not satisfied with this response at all.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.102,0.812,0.087,0.12
GS_004,14,AGENT,"I sincerely apologise that I have not been able to provide the specific resolution you were hoping for today, Mr. Olawale. This is the process we have in place and I assure you your complaint is being taken seriously. Is there anything else I can assist you with today?",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.072,0.725,0.203,0.7906
GS_004,15,CUSTOMER,No. There is nothing else. I just hope something actually gets done. Goodbye.,golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.315,0.685,0.0,-0.5583
GS_004,16,AGENT,"Thank you for bringing this to our attention, Mr. Olawale. We value your feedback and apologise again for your experience. Have a good day.",golden,unresolved_complaint,service_quality_complaint,Nigeria (Abia State),unresolved,calm → frustrated,"professional, defensive, overly scripted",service_complaint,0.0,0.646,0.354,0.8555
GS_005,0,AGENT,Thank you for calling Talabat Customer Support. My name is Nour. How may I assist you today?,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.0,0.729,0.271,0.6369
GS_005,1,CUSTOMER,"Nour, I will be honest with you. I am already tired before this call even started. My name is Layla Hassan. I have called Talabat customer support four times in the past six weeks about the same problem and nothing has changed. Every single time I place an order, something is missing. Every time. And I keep calling and you people keep saying sorry and it keeps happening.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.126,0.791,0.083,-0.2732
GS_005,2,AGENT,"I am very sorry to hear that, Ms. Layla. I completely understand your frustration and I sincerely apologise for the repeated inconvenience. Can I please have your registered phone number so I can pull up your account?",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.179,0.599,0.223,0.2128
GS_005,3,CUSTOMER,Yes. 055 478 9021.,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.0,0.526,0.474,0.4019
GS_005,4,AGENT,"Thank you, Ms. Layla. I can see your account here. Can you also provide the order reference number for your most recent affected order?",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.073,0.779,0.148,0.2315
GS_005,5,CUSTOMER,It is TLB-20260812-9934. Tonight I ordered from Zaatar w Zeit. I ordered a large meal — the Full House wrap combo — and the fries and the drink were both missing. Again. This is the fifth time something is missing from an order.,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.112,0.888,0.0,-0.5267
GS_005,6,AGENT,"I am truly sorry about this, Ms. Layla. I can see the order here. I will log a missing items complaint for order TLB-20260812-9934 and process a Talabat credit refund for the missing items to your account.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.201,0.66,0.14,-0.1027
GS_005,7,CUSTOMER,"Nour, with respect, a credit refund is not what I am asking for. I have received credit refunds four times already. I am asking why this keeps happening. Is it the restaurant? Is it the rider? Why has nobody investigated this properly after four complaints?",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.056,0.762,0.182,0.7303
GS_005,8,AGENT,"I hear you, Ms. Layla, and I completely understand why this is upsetting. I will escalate this to our quality assurance team as a repeated complaint. They will review the pattern across your orders and take the necessary steps with the restaurant and delivery partner.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.116,0.832,0.053,-0.4404
GS_005,9,CUSTOMER,That is exactly what the last agent told me. Word for word. And the time before that. Can you tell me what the quality assurance team actually did after my last complaint? Because nothing changed.,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.059,0.878,0.064,0.0516
GS_005,10,AGENT,"I sincerely apologise, Ms. Layla. I am not able to access the outcome of previous escalations from my end, but I want to assure you that your complaint is being taken seriously. I will flag this as a high priority escalation given the number of times you have contacted us.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.092,0.721,0.187,0.4588
GS_005,11,CUSTOMER,You cannot tell me what happened with my previous complaints. So I have no way of knowing if anyone even looked at them. This is not acceptable. I have been a Talabat customer for three years. Three years. And this is the service I receive.,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.158,0.842,0.0,-0.7303
GS_005,12,AGENT,"I completely understand, Ms. Layla, and I sincerely apologise for the experience you have had. Your loyalty as a customer is very important to us. I have logged this as complaint reference CMP-TLB-20260812-7721 and marked it urgent. Our team will follow up with you within 24 to 48 hours via the email on your account.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.036,0.746,0.217,0.8718
GS_005,13,CUSTOMER,"Twenty-four to forty-eight hours. And then what? Another sorry and another credit? Wallah, I do not even know why I keep calling. Nothing ever changes.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.051,0.831,0.117,0.3939
GS_005,14,AGENT,"I hear your frustration, Ms. Layla, and I genuinely apologise that we have not met your expectations. Is there anything else I can assist you with today?",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.112,0.794,0.094,-0.128
GS_005,15,CUSTOMER,No. There is nothing else. Just make sure someone actually reads that complaint this time.,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.235,0.642,0.123,-0.2732
GS_005,16,AGENT,"I assure you it will be reviewed, Ms. Layla. Thank you for your patience and for being a valued Talabat customer. Have a good evening.",golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.0,0.627,0.373,0.8658
GS_005,17,CUSTOMER,Goodnight.,golden,unresolved_complaint,repeated_issue_unresolved,Gulf (UAE),unresolved,already frustrated → resigned,"professional, defensive, overly scripted",service_complaint,0.0,1.0,0.0,0.0
GS_006,0,AGENT,Thank you for calling FairMoney Customer Support. My name is Chioma. How may I assist you today?,golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.0,0.729,0.271,0.6369
GS_006,1,CUSTOMER,"Good afternoon, Chioma. My name is Amara Okonkwo. I am calling because I have a serious concern about how FairMoney handles loan repayments and I would like a proper explanation, not a scripted response please.",golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.097,0.743,0.16,0.4833
GS_006,2,AGENT,"Good afternoon, Amara. Of course, I am happy to help. Please go ahead and share your concern.",golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.0,0.444,0.556,0.9153
GS_006,3,CUSTOMER,"Thank you. I took a loan of ₦45,000 from FairMoney and my repayment due date was the 5th of August. I did not pay on the 5th. I accept that. But what I do not accept is that FairMoney went into my account without my permission and tried to debit me directly. I have been getting OPay notifications of failed transactions every single day since the 5th. You people are trying to take money from my account without asking me. How is that acceptable?",golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.051,0.823,0.126,0.5571
GS_006,4,AGENT,"Thank you for raising this, Amara. I understand your concern. However, when you registered for a FairMoney loan, you provided your card details and agreed to our terms and conditions, which include an auto-debit clause. This means that FairMoney is authorised to attempt automatic debit from your linked account when a repayment becomes overdue.",golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.0,0.914,0.086,0.5574
GS_006,5,CUSTOMER,"Chioma, I hear what you are saying about the agreement. But let me ask you something. If that clause was there, why did nobody explain it clearly before I accepted the loan? The terms and conditions are long. Nobody reads every line. And no other loan app I have used does this. Not Carbon. Not Palmcredit. Not Branch. Only FairMoney goes into people's accounts like this. If this practice is so legitimate, why are you the only ones doing it?",golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.032,0.83,0.137,0.8446
GS_006,6,AGENT,"I completely understand your frustration, Amara, and I appreciate you raising this. The auto-debit clause is a standard part of our loan agreement and is disclosed in the terms customers accept before disbursement. I am not able to override this policy, but I can assure you that the attempts will stop once the outstanding balance is cleared.",golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.077,0.678,0.246,0.8741
GS_006,7,CUSTOMER,So your answer is that it is in the agreement and that is final. You are not even willing to acknowledge that burying something like that in a long document that nobody reads and then using it to enter somebody's account is wrong. This is somebody's money we are talking about. My salary goes into that account. What if you had succeeded in debiting me at a time I had other commitments? Would FairMoney take responsibility for that?,golden,unresolved_complaint,policy_dispute_unresolved,Nigeria,unresolved,polite → hostile,"professional, defensive, policy-anchored",policy_dispute,0.037,0.839,0.124,0.7399
